iter	Logloss
359	0.6345292966
360	0.6344884143
361	0.6344192411
362	0.6343722015
363	0.6343098893
364	0.6342594812
365	0.634201681
366	0.6341449625
367	0.6340840087
368	0.634038067
369	0.6339817101
370	0.6339303767
371	0.6338884943
372	0.6338509089
373	0.6337982658
374	0.6337600973
375	0.6337216485
376	0.6336449889
377	0.6335867131
378	0.6335408529
379	0.6335041634
380	0.6334665714
381	0.6333820833
382	0.6333098315
383	0.6332605114
384	0.6332079368
385	0.6331338769
386	0.6330462058
387	0.6330009418
388	0.6329516478
389	0.6329020866
390	0.6328321935
391	0.6327670372
392	0.6327121267
393	0.6326664066
394	0.6326210089
395	0.6325518488
396	0.6324832815
397	0.6324262796
398	0.6323497372
399	0.6322774919
400	0.6322032724
401	0.6321522452
402	0.6320530774
403	0.6319879797
404	0.6319375422
405	0.6318729691
406	0.6318130253
407	0.6317811639
408	0.6317384181
409	0.6316968549
410	0.6316562234
411	0.6315695265
412	0.6315127362
413	0.6314462508
414	0.6313906724
415	0.6313441867
416	0.6313086602
417	0.6312431423
418	0.6311659321
419	0.6310444189
420	0.630990678
421	0.6309049877
422	0.6308658678
423	0.6308285821
424	0.6307883318
425	0.6307288181
426	0.6306810487
427	0.6306338137
428	0.6305711822
429	0.6305138479
430	0.6304568916
431	0.6304023134
432	0.6303661973
433	0.6302992394
434	0.6302571419
435	0.6301320581
436	0.6300683222
437	0.6299873558
438	0.6299425054
439	0.629885093
440	0.6298457483
441	0.6298083454
442	0.6297574062
443	0.6297105099
444	0.6296671289
445	0.6295735058
446	0.6295034791
447	0.6294496144
448	0.6294034023
449	0.6292780839
450	0.6292152146
451	0.6291565642
452	0.6290843482
453	0.6290281151
454	0.6289806487
455	0.6289339512
456	0.6288732027
457	0.6287814985
458	0.6287095301
459	0.6286541766
460	0.6286177347
461	0.6285520278
462	0.6284819164
463	0.6284338408
464	0.6283825954
465	0.6283377288
466	0.6282687836
467	0.6282033504
468	0.6281067888
469	0.6280347879
470	0.6279840474
471	0.6279374835
472	0.6278971843
473	0.6277962409
474	0.6277576716
475	0.6276418075
476	0.627598042
477	0.6275387204
478	0.6274968152
479	0.6274618816
480	0.6274011006
481	0.6273450205
482	0.6272860411
483	0.6272401743
484	0.6271709523
485	0.6270731722
486	0.6269878826
487	0.6269498379
488	0.6269040037
489	0.6268605444
490	0.6268203821
491	0.6267617805
492	0.6267196667
493	0.6266731061
494	0.6266136216
495	0.6265711332
496	0.626510375
497	0.6264643714
498	0.6264245511
499	0.6263881287
500	0.6263494715
501	0.6263002459
502	0.626221371
503	0.6261912069
504	0.6261588991
505	0.6261179223
506	0.626061308
507	0.626000514
508	0.6259451963
509	0.6259102529
510	0.6258583266
511	0.6258171804
512	0.6257769432
513	0.625737667
514	0.6257007722
515	0.6256427766
516	0.6255768515
517	0.6255366728
518	0.6254890729
519	0.6254461968
520	0.6253735834
521	0.6253278078
522	0.62524661
523	0.6252074772
524	0.6251524722
525	0.6251095017
526	0.6250529232
527	0.625009187
528	0.6249693896
529	0.6249285235
530	0.6249048979
531	0.6248488928
532	0.6247378958
533	0.6247007958
534	0.6246394902
535	0.6246028463
536	0.6245780674
537	0.6245390486
538	0.6245057635
539	0.6244593852
540	0.6244033638
541	0.6243627584
542	0.6243238471
543	0.6242586582
544	0.6241999557
545	0.624164364
546	0.6241247327
547	0.6240772436
548	0.6240299987
549	0.6239910516
550	0.6239471753
551	0.6238505583
552	0.6238067765
553	0.6237525404
554	0.6237180337
555	0.623676477
556	0.6236308415
557	0.6235782441
558	0.6235408965
559	0.6234986036
560	0.6234562487
561	0.6234156661
562	0.6233562306
563	0.6233094223
564	0.6232671326
565	0.6232364961
566	0.6231963403
567	0.6231454271
568	0.6230984397
569	0.6230415908
570	0.6229975908
571	0.6229137607
572	0.6228620071
573	0.6228055361
574	0.6227612396
575	0.6226995561
576	0.6226597978
577	0.6226246101
578	0.6225910351
579	0.6225368772
580	0.6225021977
581	0.6223909857
582	0.6223394438
583	0.6222881951
584	0.6222428529
585	0.622178094
586	0.6221202581
587	0.6220303521
588	0.6219818075
589	0.6219317316
590	0.6218764432
591	0.6218366783
592	0.6217862539
593	0.6217347999
594	0.6216411345
595	0.6215982226
596	0.6215017782
597	0.6214437859
598	0.6213852136
599	0.6213502605
600	0.621300644
601	0.6212632997
602	0.6212150775
603	0.6211612845
604	0.6211144306
605	0.621054982
606	0.620997019
607	0.6209186001
608	0.620872603
609	0.6208349492
610	0.6207870398
611	0.6207478841
612	0.6206948469
613	0.620613685
614	0.6205728548
615	0.6205197328
616	0.6204825449
617	0.6204406298
618	0.6203991514
619	0.6203624488
620	0.6203246288
621	0.6202812934
622	0.6202297776
623	0.6201838
624	0.6201406275
625	0.6200919981
626	0.6199609948
627	0.6199273774
628	0.6198754544
629	0.6198356244
630	0.6198042809
631	0.6197477416
632	0.6196758676
633	0.6196373179
634	0.6195982372
635	0.6195439653
636	0.619494681
637	0.6194640478
638	0.6194320593
639	0.6193956826
640	0.6192803299
641	0.6192459306
642	0.6192159489
643	0.6191556109
644	0.6190954098
645	0.6190533221
646	0.6190140719
647	0.618957399
648	0.6189146174
649	0.6188684704
650	0.618828585
651	0.618777092
652	0.6187052441
653	0.618667372
654	0.6186356312
655	0.6185892855
656	0.6185328797
657	0.6184959654
658	0.6184541611
659	0.6184072975
660	0.6183582901
661	0.6182956652
662	0.6182427061
663	0.6182048634
664	0.6181743018
665	0.6181283145
666	0.6180755314
667	0.6180356199
668	0.6179795855
669	0.617932067
670	0.6178691847
671	0.6178188351
672	0.6177716913
673	0.6177401817
674	0.6176946277
675	0.6176406588
676	0.6175732057
677	0.6175002632
678	0.617459749
679	0.6173889633
680	0.6173177865
681	0.6172597909
682	0.6172160189
683	0.6171640828
684	0.6171269372
685	0.6170711243
686	0.6170303691
687	0.6169901546
688	0.616939222
689	0.6168990596
690	0.6168593403
691	0.6168093687
692	0.6167700762
693	0.6167232614
694	0.6166625325
695	0.6166336748
696	0.6165741512
697	0.6165434724
698	0.6165077472
699	0.6164753482
700	0.6163717465
701	0.6163251728
702	0.6162832805
703	0.6162412775
704	0.6161669863
705	0.6161137992
706	0.6160761552
707	0.6160263628
708	0.6159834671
709	0.6159520553
710	0.6159123979
711	0.6158618431
712	0.6158329235
713	0.6157716636
714	0.615730804
715	0.6156845105
716	0.615634881
717	0.6155726437
718	0.6155415218
719	0.6154978703
720	0.6154590306
721	0.6154055797
722	0.6153631825
723	0.6152725468
724	0.6152422166
725	0.6152165124
726	0.6151786631
727	0.6151541187
728	0.6151005928
729	0.6150469106
730	0.6150197632
731	0.6149603342
732	0.6149121218
733	0.6148521226
734	0.6148021575
735	0.6147419596
736	0.6147057392
737	0.6146682059
738	0.6145964656
739	0.6145511689
740	0.6145236632
741	0.6144970403
742	0.6144512387
743	0.6144133894
744	0.6143707446
745	0.6143308527
746	0.6142790763
747	0.6142488503
748	0.6142036741
749	0.6141635281
750	0.6140998671
751	0.6140709019
752	0.6140307917
753	0.6139926427
754	0.6139622701
755	0.6139261474
756	0.6138899889
757	0.6138562803
758	0.6138153296
759	0.6137774021
760	0.6137352916
761	0.613691676
762	0.6136461578
763	0.6136145179
764	0.6135776655
765	0.6135417025
766	0.6135132716
767	0.6134836417
768	0.6134463495
769	0.6134064804
770	0.6133526287
771	0.6133048561
772	0.6132707435
773	0.6132319625
774	0.6131934942
775	0.6131075824
776	0.6130646347
777	0.613030496
778	0.6129880043
779	0.6129435189
780	0.6129055425
781	0.6128752416
782	0.6128148026
783	0.612766815
784	0.6127325037
785	0.612695925
786	0.6126597632
787	0.612614864
788	0.6125402275
789	0.6124824339
790	0.6124573031
791	0.6124112017
792	0.6123600638
793	0.6123170672
794	0.6122802018
795	0.6122556281
796	0.6122144819
797	0.6121805387
798	0.612135835
799	0.6120825892
800	0.6120323603
801	0.6119856823
802	0.6119460803
803	0.6119125704
804	0.6118977148
805	0.6118578359
806	0.611787845
807	0.61173658
808	0.6116735999
809	0.611633897
810	0.6116030878
811	0.6115533475
812	0.6114924361
813	0.611454248
814	0.6114186369
815	0.6113841366
816	0.6113430425
817	0.6113093535
818	0.611280828
819	0.6112278918
820	0.6111904139
821	0.6111439901
822	0.6111064177
823	0.6110762405
824	0.6110292726
825	0.6109745153
826	0.6109356593
827	0.6108984486
828	0.6108466558
829	0.6108121491
830	0.6107459926
831	0.6107074201
832	0.6106809666
833	0.6106379049
834	0.6106018865
835	0.610578365
836	0.6105220733
837	0.6104927301
838	0.6104463291
839	0.6103979538
840	0.6103664833
841	0.6103236854
842	0.6102597801
843	0.6102283682
844	0.610194601
845	0.6101663981
846	0.6101332726
847	0.6100968991
848	0.6100334336
849	0.6100064948
850	0.6099730338
851	0.6099429283
852	0.6098920412
853	0.6098349676
854	0.6098014903
855	0.6097224557
856	0.6096776868
857	0.6096363028
858	0.6095976032
859	0.609558441
860	0.6095117826
861	0.609489522
862	0.6094516466
863	0.6094209841
864	0.609366862
865	0.6093154015
866	0.609259719
867	0.6092389243
868	0.6092103272
869	0.6091618151
870	0.6091278035
871	0.6090802623
872	0.6090391063
873	0.6089854631
874	0.6089495066
875	0.6089170555
876	0.6088836434
877	0.608844908
878	0.608809085
879	0.6087625146
880	0.6087159767
881	0.6086774856
882	0.6086306838
883	0.6085880977
884	0.6085550113
885	0.608513611
886	0.6084725137
887	0.6084205483
888	0.608382194
889	0.6083139787
890	0.6082778886
891	0.6082267442
892	0.60819313
893	0.608158835
894	0.6081001292
895	0.6080510991
896	0.6080221567
897	0.6079979315
898	0.6079028359
899	0.6078643774
900	0.6078227295
901	0.6077840006
902	0.6077485719
903	0.6077052853
904	0.6076541604
905	0.6076128676
906	0.6075852642
907	0.6075489395
908	0.6075050959
909	0.6074610665
910	0.6074275794
911	0.607370597
912	0.6073392699
913	0.6072987654
914	0.6072609878
915	0.6072054877
916	0.6071393215
917	0.607117455
918	0.6070818308
919	0.6070523672
920	0.6070263242
921	0.6069758965
922	0.6069345613
923	0.6069004227
924	0.6068530215
925	0.6068191207
926	0.6067908103
927	0.6067575643
928	0.6067207575
929	0.6066815953
930	0.6066411658
931	0.6065828118
932	0.6065497515
933	0.6065242298
934	0.6064927691
935	0.6064694627
936	0.6064244462
937	0.6063913403
938	0.6063409484
939	0.6063076894
940	0.6062779195
941	0.6062531503
942	0.6062217482
943	0.6061834168
944	0.6061479392
945	0.6060972867
946	0.6060481621
947	0.6060150953
948	0.6059798913
949	0.6059417032
950	0.6059155853
951	0.6058701486
952	0.6058230862
953	0.6057979978
954	0.6057566691
955	0.6057163928
956	0.6056838635
957	0.6056478158
958	0.6056037278
959	0.6055747853
960	0.6055407379
961	0.6055093978
962	0.6054738517
963	0.6054411531
964	0.6054008604
965	0.6053627472
966	0.6053315243
967	0.6052820414
968	0.6052412047
969	0.6052032088
970	0.6051735171
971	0.6051338597
972	0.6050999849
973	0.6050581709
974	0.6050223805
975	0.6049774585
976	0.6049267213
977	0.6048945765
978	0.6048595778
979	0.6048274655
980	0.6047929359
981	0.6047402994
982	0.6046968304
983	0.6046651188
984	0.6046144924
985	0.6045941115
986	0.6045514276
987	0.6045110698
988	0.6044592738
989	0.6044164107
990	0.6043766654
991	0.6043513978
992	0.6042999699
993	0.6042501514
994	0.6042135987
995	0.6041793884
996	0.6041432788
997	0.6041069965
998	0.6040835859
999	0.6040553699
